Date,GPE,Latitude,Longitude,Country
1,RUSSIA,64.6863136,97.7453061,Russia
1,UKRAINE,49.4871968,31.2718321,Ukraine
1,UNITED STATES,39.7837304,-100.445882,United States
1,CANADA,61.0666922,-107.991707,Canada
1,HUNGARY,47.1817585,19.5060937,Hungary
1,BRUSSELS,50.8465573,4.351697,Belgium
1,MOSCOW,55.7504461,37.6174943,Russia
1,BEREGOVO,48.2050985,22.6453246,Ukraine
1,IDEN,52.7794495,11.9141261,Germany
1,GENEVA,46.2017559,6.1466014,Switzerland
1,ITALY,42.6384261,12.674297,Italy
1,TURKEY,38.9597594,34.9249653,Turkey
1,EUROPE,51.0,10.0,Germany
2,RUSSIA,64.6863136,97.7453061,Russia
2,UKRAINE,49.4871968,31.2718321,Ukraine
2,KYIV,50.4500336,30.5241361,Ukraine
2,KHARKIV,49.9923181,36.2310146,Ukraine
2,UNITED STATES,39.7837304,-100.445882,United States
2,MOSCOW,55.7504461,37.6174943,Russia
2,LVIV,49.841952,24.0315921,Ukraine
2,BELARUS,53.4250605,27.6971358,Belarus
2,LUHANSK,49.2724587,38.9150477,Ukraine
2,GERMANY,51.0834196,10.4234469,Germany
2,UNITED ARAB EMIRATES,24.0002488,53.9994829,United Arab Emirates
2,SYRIA,34.6401861,39.0494106,Syria
2,IRAQ,33.0955793,44.1749775,Iraq
2,ZHYTOMYR,50.9080532,28.3867504,Ukraine
2,CRIMEA,45.28350435,34.20081877526554,Ukraine
2,DONBAS,49.4183248,17.310880143943606,Czechia
2,GENEVA,46.2017559,6.1466014,Switzerland
2,BEIJING,39.906217,116.3912757,China
2,TURKEY,38.9597594,34.9249653,Turkey
2,HABECK,42.323332,-73.646609,United States
2,BERLIN,52.5170365,13.3888599,Germany
2,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
2,POLAND,52.215933,19.134422,Poland
2,VINNYTSIA,48.8990315,28.516068,Ukraine
2,KHARKIV CITY,49.99221885,36.272354296005254,Ukraine
2,SR CONSTANT,37.2220684,-76.7877164,United States
2,ECHO,45.7419049,-119.1948348,United States
2,CANADA,61.0666922,-107.991707,Canada
2,MALDIVES,4.7064352,73.3287853,Maldives
2,SPOTIFY,52.2036208,0.1316263,United Kingdom
2,ROMANIA,45.9852129,24.6859225,Romania
2,CZECH REPUBLIC,49.8167003,15.4749544,Czechia
2,INDIA,22.3511148,78.6677428,India
2,NEW DELHI,28.6138954,77.2090057,India
2,SWEDEN,59.6749712,14.5208584,Sweden
2,BLINKEN,70.6538402,23.6965447,Norway
2,FRANCE,46.603354,1.8883335,France
2,DNIEPER RIVER,51.9191343,30.8243039,Ukraine
2,TAIWAN,23.9739374,120.9820179,Taiwan
2,GEORGIA,32.3293809,-83.1137366,United States
2,CHINA,35.000074,104.999927,China
2,PAKISTAN,30.3308401,71.247499,Pakistan
2,ISRAEL,31.5313113,34.8667654,Israel
2,NORTH KOREA,40.3736611,127.0870417,North Korea
2,HOLOCAUST,49.6089657,6.1317644,Luxembourg
2,GULF,29.9665252,-85.2175889,United States
2,EUROPE,51.0,10.0,Germany
2,CRIMEAN PENINSULA,45.28350435,34.20081877526554,Ukraine
2,PENINSULA,48.870745,2.2933072,France
3,UKRAINE,49.4871968,31.2718321,Ukraine
3,MOSCOW,55.7504461,37.6174943,Russia
3,RUSSIA,64.6863136,97.7453061,Russia
3,POLAND,52.215933,19.134422,Poland
3,WARSAW,52.2319581,21.0067249,Poland
3,MICHELLE,44.5369891,-0.3605867,France
3,BACHELET,-33.0520588,-71.5490325,Chile
3,DONETSK,48.0158753,37.8013407,Ukraine
3,LVIV,49.841952,24.0315921,Ukraine
3,CHERNOBYL,51.2705477,30.2195609,Ukraine
3,UNITED ARAB EMIRATES,24.0002488,53.9994829,United Arab Emirates
3,UNITED STATES,39.7837304,-100.445882,United States
3,CANADA,61.0666922,-107.991707,Canada
3,DONBAS,49.4183248,17.310880143943606,Czechia
3,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
3,SENEGAL,14.4750607,-14.4529612,Senegal
3,BREST,48.3905283,-4.4860088,France
3,BELARUS,53.4250605,27.6971358,Belarus
3,JAPAN,36.5748441,139.2394179,Japan
3,CZECH REPUBLIC,49.8167003,15.4749544,Czechia
3,GERMANY,51.0834196,10.4234469,Germany
3,GENEVA,46.2017559,6.1466014,Switzerland
3,SAUDI ARABIA,25.6242618,42.3528328,Saudi Arabia
3,BERLIN,52.5170365,13.3888599,Germany
3,SYRIA YEMEN,35.5169142,35.786714732624716,Syria
3,ETHIOPIA,10.2116702,38.6521203,Ethiopia
3,KYIV,50.4500336,30.5241361,Ukraine
3,LITHUANIA,55.3500003,23.7499997,Lithuania
3,OKHTYRKA,50.3115386,34.8868923,Ukraine
3,PUTIN,48.990259,13.8743671,Czechia
3,INDIA,22.3511148,78.6677428,India
3,KHARKIV,49.9923181,36.2310146,Ukraine
3,HUNGARY,47.1817585,19.5060937,Hungary
3,BEIJING,39.906217,116.3912757,China
3,CHINA,35.000074,104.999927,China
3,ZHYTOMYR,50.9080532,28.3867504,Ukraine
3,HAGUE,46.0281748,-99.9982432,United States
3,ROMANIA,45.9852129,24.6859225,Romania
3,FRANCE,46.603354,1.8883335,France
3,ECHO,45.7419049,-119.1948348,United States
3,BRUNEI,4.4137155,114.5653908,Brunei
3,CAMBODIA,13.5066394,104.869423,Cambodia
3,INDONESIA,-2.4833826,117.8902853,Indonesia
3,LAOS,20.0171109,103.378253,Laos
3,MALAYSIA,4.5693754,102.2656823,Malaysia
3,MYANMAR,17.1750495,95.9999652,Myanmar
3,PHILIPPINES,12.7503486,122.7312101,Philippines
3,SINGAPORE,1.357107,103.8194992,Singapore
3,THAILAND,14.8971921,100.83273,Thailand
3,VIETNAM,13.2904027,108.4265113,Vietnam
3,WASHINGTON,38.8950368,-77.0365427,United States
3,IRAQ,33.0955793,44.1749775,Iraq
3,LIBYA,26.8234472,18.1236723,Libya
3,CHERNIHIV,51.272593,31.7417235,Ukraine
3,LATVIA,56.8406494,24.7537645,Latvia
3,ESTONIA,58.7523778,25.3319078,Estonia
3,NAZI GERMANY,49.4339695,11.1126843,Germany
3,CHERNIHIV AT,51.10833045,31.196406926759025,Ukraine
3,SAINT PETERSBURG,59.938732,30.316229,Russia
3,EUROPE,51.0,10.0,Germany
3,NORTHWEST TERRITORIES,65.0000004,-118.0,Canada
3,GULF,29.9665252,-85.2175889,United States
3,ENERHODAR,47.4970865,34.6487214,Ukraine
3,BUCHAREST,44.4361414,26.1027202,Romania
3,DNIEPER RIVER,51.9191343,30.8243039,Ukraine
4,RUSSIA,64.6863136,97.7453061,Russia
4,UKRAINE,49.4871968,31.2718321,Ukraine
4,ARLES,43.6776223,4.6309653,France
4,FRANCE,46.603354,1.8883335,France
4,LVIV,49.841952,24.0315921,Ukraine
4,MOSCOW,55.7504461,37.6174943,Russia
4,UNITED STATES,39.7837304,-100.445882,United States
4,BEIJING,39.906217,116.3912757,China
4,CANADA,61.0666922,-107.991707,Canada
4,GERMANY,51.0834196,10.4234469,Germany
4,ITALY,42.6384261,12.674297,Italy
4,JAPAN,36.5748441,139.2394179,Japan
4,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
4,BRUSSELS,50.8465573,4.351697,Belgium
4,STOLTENBERG,54.3437602,10.3461093,Germany
4,FINLAND,63.2467777,25.9209164,Finland
4,BERLIN,52.5170365,13.3888599,Germany
4,NEW YORK,40.7127281,-74.0060152,United States
4,AMSTERDAM,52.3727598,4.8936041,Netherlands
4,MELBOURNE,-37.8142176,144.9631608,Australia
4,WASHINGTON,38.8950368,-77.0365427,United States
4,LONDON,51.5073219,-0.1276474,United Kingdom
4,VIENNA,48.2083537,16.3725042,Austria
4,HUNGARY,47.1817585,19.5060937,Hungary
4,NEW YORK CITY,40.7127281,-74.0060152,United States
4,SWEDEN,59.6749712,14.5208584,Sweden
4,VINNYTSIA,48.8990315,28.516068,Ukraine
4,POLAND,52.215933,19.134422,Poland
4,CHINA,35.000074,104.999927,China
4,COPENHAGEN,55.6867243,12.5700724,Denmark
4,ROMANIA,45.9852129,24.6859225,Romania
4,ABUJA,9.0643305,7.4892974,Nigeria
4,BELGRADE,44.8178131,20.4568974,Serbia
4,SERBIA,44.1534121,20.55144,Serbia
4,BERLIN GERMANY,52.5170365,13.3888599,Germany
4,EUROPE,51.0,10.0,Germany
4,ZOOM,27.1450111,88.2633501,India
4,CENTRAL AND EASTERN EUROPE,39.6242727,19.9237448,Greece
4,LATEST,8.8938685,76.6807233,India
5,ITALY,42.6384261,12.674297,Italy
5,RUSSIA,64.6863136,97.7453061,Russia
5,MOSCOW,55.7504461,37.6174943,Russia
5,UKRAINE,49.4871968,31.2718321,Ukraine
5,NEW YORK,40.7127281,-74.0060152,United States
5,NEW YORK CITY,40.7127281,-74.0060152,United States
5,BELARUS,53.4250605,27.6971358,Belarus
5,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
5,UNITED STATES,39.7837304,-100.445882,United States
5,LONDON,51.5073219,-0.1276474,United Kingdom
5,IRAN,32.6475314,54.5643516,Iran
5,HAGUE,46.0281748,-99.9982432,United States
5,BLINKEN,70.6538402,23.6965447,Norway
5,POLAND,52.215933,19.134422,Poland
5,HONDURAS,15.2572432,-86.0755145,Honduras
5,CROSS,35.3001216,-90.7750181,United States
5,SRI LANKA,7.5554942,80.7137847,Sri Lanka
5,TAIWAN,23.9739374,120.9820179,Taiwan
5,MOSCOW KYIV,50.490443299999995,30.535144726355274,Ukraine
5,IRPIN,50.5206777,30.2448725,Ukraine
5,TURKEY,38.9597594,34.9249653,Turkey
5,CHINA,35.000074,104.999927,China
5,PUTIN,48.990259,13.8743671,Czechia
5,GERMANY,51.0834196,10.4234469,Germany
5,TOKYO,35.6828387,139.7594549,Japan
5,JAPAN,36.5748441,139.2394179,Japan
5,HIROSHIMA,34.3916058,132.4518156,Japan
5,NAGASAKI,33.1154683,129.7874339,Japan
5,CHERNOBYL,51.2705477,30.2195609,Ukraine
5,FUKUSHIMA,37.75454,140.4592144,Japan
5,MARIUPOL,47.0957648,37.5499621,Ukraine
5,SYRIA,34.6401861,39.0494106,Syria
5,NORTHAMPTONSHIRE,52.3106138,-0.8659129831915817,United Kingdom
5,GREAT BRITAIN,54.31536155,-1.9180234948012402,United Kingdom
5,CRIMEA,45.28350435,34.20081877526554,Ukraine
5,SUMY,50.90007875,34.809040734367024,Ukraine
5,FORMULA,36.1486317,-115.2332606,United States
5,BRUSSELS,50.8465573,4.351697,Belgium
5,ISRAEL,31.5313113,34.8667654,Israel
5,BERLIN,52.5170365,13.3888599,Germany
5,CANADA,61.0666922,-107.991707,Canada
5,KHARKIV,49.9923181,36.2310146,Ukraine
5,KAZAKHSTAN,47.2286086,65.2093197,Kazakhstan
5,HUNGARY,47.1817585,19.5060937,Hungary
5,ARMYANSK CRIMEA,46.113261,33.6904091,Ukraine
5,ZAHONY,48.4063743,22.1778835,Hungary
5,NIGERIA,9.6000359,7.9999721,Nigeria
5,INDIA,22.3511148,78.6677428,India
5,EGYPT,26.2540493,29.2675469,Egypt
5,MOROCCO,31.1728205,-7.3362482,Morocco
5,KIEV,50.4500336,30.5241361,Ukraine
5,DENMARK,55.670249,10.3333283,Denmark
5,ESTONIA,58.7523778,25.3319078,Estonia
5,FINLAND,63.2467777,25.9209164,Finland
5,ICELAND,64.9841821,-18.1059013,Iceland
5,LATVIA,56.8406494,24.7537645,Latvia
5,LITHUANIA,55.3500003,23.7499997,Lithuania
5,NORWAY,60.5000209,9.0999715,Norway
5,SWEDEN,59.6749712,14.5208584,Sweden
5,AT,47.59397,14.12456,Austria
5,CHERNIHIV,51.272593,31.7417235,Ukraine
5,BRAZIL,-10.3333333,-53.2,Brazil
5,PARIS,48.8588897,2.3200410217200766,France
5,SUMY AT,50.944161449999996,34.78402522122448,Ukraine
5,ZAPORIZHZHIA,47.8507859,35.1182867,Ukraine
5,NETHERLANDS,52.15517,5.38721,Netherlands
5,ISTANBUL,41.0091982,28.9662187,Turkey
5,KALIN,8.1085479,2.1853101,Benin
5,KHERSON,46.5421715,33.4079326,Ukraine
5,INTERFAX,4.8643962,-74.0502756,Colombia
5,SINGAPORE,1.357107,103.8194992,Singapore
5,YEMEN,16.3471243,47.8915271,Yemen
5,QATAR,25.3336984,51.2295295,Qatar
5,ALGERIA,28.0000272,2.9999825,Algeria
5,EUROPE,51.0,10.0,Germany
5,LATEST,8.8938685,76.6807233,India
5,SEA OF,40.881735899999995,40.27544376928809,Turkey
5,PROTECT,25.3831507,55.4464072,United Arab Emirates
5,SOUTH AMERICA,-21.0002179,-61.0006565,Paraguay
5,MIDDLE EAST,39.3014159,-76.5888477,United States
5,AFRICA,11.5024338,17.7578122,Chad
6,UKRAINE,49.4871968,31.2718321,Ukraine
6,RUSSIA,64.6863136,97.7453061,Russia
6,ISRAEL,31.5313113,34.8667654,Israel
6,MOSCOW,55.7504461,37.6174943,Russia
6,BERLIN,52.5170365,13.3888599,Germany
6,TURKEY,38.9597594,34.9249653,Turkey
6,ZAPORIZHZHIA,47.8507859,35.1182867,Ukraine
6,ST PETER�,44.3238384,-93.9585295,United States
6,VATICAN CITY,41.903411,12.4528527,Vatican City
6,ROMANIA,45.9852129,24.6859225,Romania
6,IVANNA,49.8487894,25.5208376,Ukraine
6,FRANCE,46.603354,1.8883335,France
6,CHINA,35.000074,104.999927,China
6,STRASBOURG,48.584614,7.7507127,France
6,POLAND,52.215933,19.134422,Poland
6,UNITED STATES,39.7837304,-100.445882,United States
6,GENEVA,46.2017559,6.1466014,Switzerland
6,IRPIN,50.5206777,30.2448725,Ukraine
6,VENEZUELA,8.0018709,-66.1109318,Venezuela
6,CARACAS,10.506098,-66.9146017,Venezuela
6,MOLDOVA,47.2879608,28.5670941,Moldova
6,VINNYTSIA,48.8990315,28.516068,Ukraine
6,IRAN,32.6475314,54.5643516,Iran
6,WASHINGTON,38.8950368,-77.0365427,United States
6,ZHYTOMYR,50.9080532,28.3867504,Ukraine
6,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
6,CHECHNYA,43.3976147,45.6985005,Russia
6,SYRIA,34.6401861,39.0494106,Syria
6,INTERFAX,4.8643962,-74.0502756,Colombia
6,WARSAW,52.2319581,21.0067249,Poland
6,MEDYKA POLAND,49.8057989,22.9375415,Poland
6,BELARUS,53.4250605,27.6971358,Belarus
6,CALAIS,50.9524769,1.8538446,France
6,PARIS,48.8588897,2.3200410217200766,France
6,BRUSSELS,50.8465573,4.351697,Belgium
6,LITHUANIA,55.3500003,23.7499997,Lithuania
6,BRITAIN,54.31536155,-1.9180234948012402,United Kingdom
6,STAROKOSTIANTYNIV,49.756163,27.2087889,Ukraine
6,ST PETERSBURG,59.938732,30.316229,Russia
6,BATTLES,34.9307309,-120.4008295,United States
6,BLINKEN,70.6538402,23.6965447,Norway
6,TRANSNISTRIA,46.9905668,29.4772511,Moldova
6,EUROPE,51.0,10.0,Germany
6,DNIEPER RIVER,51.9191343,30.8243039,Ukraine
6,HORENKA,50.5595665,30.3122576,Ukraine
6,ODESA,46.4843023,30.7322878,Ukraine
6,AGAIN,52.7002102,87.9764381,Russia
6,BENNETT,43.1854085,-101.655263,United States
6,FAR EAST,7.00194225,-9.468326367917118,Liberia
6,IRPIN RIVER,50.509925,30.2583788,Ukraine
7,RUSSIA,64.6863136,97.7453061,Russia
7,MOSCOW,55.7504461,37.6174943,Russia
7,UKRAINE,49.4871968,31.2718321,Ukraine
7,UNITED STATES,39.7837304,-100.445882,United States
7,BELARUS,53.4250605,27.6971358,Belarus
7,ZHYTOMYR,50.9080532,28.3867504,Ukraine
7,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
7,MYKOLAIV,47.3886032,31.9442334,Ukraine
7,SOUTHERN,-15.30637685,35.32814794075438,Malawi
7,PARIS,48.8588897,2.3200410217200766,France
7,GERMANY,51.0834196,10.4234469,Germany
7,NETHERLANDS,52.15517,5.38721,Netherlands
7,BLINKEN,70.6538402,23.6965447,Norway
7,RIGA,56.9493977,24.1051846,Latvia
7,LATVIA,56.8406494,24.7537645,Latvia
7,PORTUGAL,40.0332629,-7.8896263,Portugal
7,BELGOROD,50.5955595,36.5873394,Russia
7,LVIV,49.841952,24.0315921,Ukraine
7,WASHINGTON,38.8950368,-77.0365427,United States
7,LITHUANIA,55.3500003,23.7499997,Lithuania
7,ESTONIA,58.7523778,25.3319078,Estonia
7,CHINA,35.000074,104.999927,China
7,BEIJING,39.906217,116.3912757,China
7,GEORGIA,32.3293809,-83.1137366,United States
7,MOLDOVA,47.2879608,28.5670941,Moldova
7,DONBAS,49.4183248,17.310880143943606,Czechia
7,CANADA,61.0666922,-107.991707,Canada
7,LONDON,51.5073219,-0.1276474,United Kingdom
7,ANTALYA,36.9009641,30.6954846,Turkey
7,TURKEY,38.9597594,34.9249653,Turkey
7,ANKARA,39.9207886,32.8540482,Turkey
7,S KOREA,36.638392,127.6961188,South Korea
7,SOUTH KOREA,36.638392,127.6961188,South Korea
7,INTERFAX,4.8643962,-74.0502756,Colombia
7,CALAIS,50.9524769,1.8538446,France
7,MOSCOW KYIV,50.490443299999995,30.535144726355274,Ukraine
7,GADZO,43.8413113,18.3198812,Bosnia and Herzegovina
7,IRPIN,50.5206777,30.2448725,Ukraine
7,JAPAN,36.5748441,139.2394179,Japan
7,CRIMEA,45.28350435,34.20081877526554,Ukraine
7,AUSTRALIA,-24.7761086,134.755,Australia
7,DONETSK,48.0158753,37.8013407,Ukraine
7,POLAND,52.215933,19.134422,Poland
7,FRANCE,46.603354,1.8883335,France
7,LUHANSK,49.2724587,38.9150477,Ukraine
7,KHARKIV,49.9923181,36.2310146,Ukraine
7,PUTIN,48.990259,13.8743671,Czechia
7,DUBLIN,53.3497645,-6.2602732,Ireland
7,MARIUPOL,47.0957648,37.5499621,Ukraine
7,EUROPE,51.0,10.0,Germany
7,LATEST,8.8938685,76.6807233,India
7,BREST,48.3905283,-4.4860088,France
7,CRIMEAN PENINSULA,45.28350435,34.20081877526554,Ukraine
7,CENTRAL EUROPE,35.670119,-95.167241,United States
8,UNITED STATES,39.7837304,-100.445882,United States
8,RUSSIA,64.6863136,97.7453061,Russia
8,L�,48.295064350000004,14.301625325250352,Austria
8,UKRAINE,49.4871968,31.2718321,Ukraine
8,SOUTH KOREA,36.638392,127.6961188,South Korea
8,POLAND,52.215933,19.134422,Poland
8,GERMANY,51.0834196,10.4234469,Germany
8,MARIUPOL,47.0957648,37.5499621,Ukraine
8,CHINA,35.000074,104.999927,China
8,BEIJING,39.906217,116.3912757,China
8,MOSCOW,55.7504461,37.6174943,Russia
8,SUMY,50.90007875,34.809040734367024,Ukraine
8,IRPIN,50.5206777,30.2448725,Ukraine
8,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
8,GENEVA,46.2017559,6.1466014,Switzerland
8,DONETSK,48.0158753,37.8013407,Ukraine
8,LUHANSK,49.2724587,38.9150477,Ukraine
8,PARALYMPIC,-8.8332677,13.2331416,Angola
8,JAPAN,36.5748441,139.2394179,Japan
8,BELARUS,53.4250605,27.6971358,Belarus
8,NULAND,51.7276714,5.4339809,Netherlands
8,VATICAN,41.903411,12.4528527,Vatican City
8,OSLO,59.9133301,10.7389701,Norway
8,INDIA,22.3511148,78.6677428,India
8,LATVIA,56.8406494,24.7537645,Latvia
8,OKHTYRKA,50.3115386,34.8868923,Ukraine
8,POLINA,48.4935417,20.2123702,Slovakia
8,ZHYTOMYR,50.9080532,28.3867504,Ukraine
8,LVIV,49.841952,24.0315921,Ukraine
8,SLOVAKIA,48.7411522,19.4528646,Slovakia
8,NETHERLANDS,52.15517,5.38721,Netherlands
8,SWEDEN,59.6749712,14.5208584,Sweden
8,BRITAIN,54.31536155,-1.9180234948012402,United Kingdom
8,DENMARK,55.670249,10.3333283,Denmark
8,LITHUANIA,55.3500003,23.7499997,Lithuania
8,ICELAND,64.9841821,-18.1059013,Iceland
8,WASHINGTON,38.8950368,-77.0365427,United States
8,TURKEY,38.9597594,34.9249653,Turkey
8,ZAPORIZHZHIA,47.8507859,35.1182867,Ukraine
8,CHERNOBYL,51.2705477,30.2195609,Ukraine
8,FRANCE,46.603354,1.8883335,France
8,LONDON,51.5073219,-0.1276474,United Kingdom
8,SCOTLAND,56.7861112,-4.1140518,United Kingdom
8,PATH,40.71362,-74.0181507,United States
8,WALES,52.2928116,-3.73893,United Kingdom
8,AUSTRIA,47.59397,14.12456,Austria
8,CZECH REPUBLIC,49.8167003,15.4749544,Czechia
8,HUNGARY,47.1817585,19.5060937,Hungary
8,KHARKIV,49.9923181,36.2310146,Ukraine
8,EUROPE,51.0,10.0,Germany
8,LIGHT,-34.4100885,138.83211814130112,Australia
9,EGYPT,26.2540493,29.2675469,Egypt
9,UKRAINE,49.4871968,31.2718321,Ukraine
9,RUSSIA,64.6863136,97.7453061,Russia
9,NEW YORK,40.7127281,-74.0060152,United States
9,KYIV,50.4500336,30.5241361,Ukraine
9,CHINA,35.000074,104.999927,China
9,BEIJING,39.906217,116.3912757,China
9,MOSCOW,55.7504461,37.6174943,Russia
9,MARIUPOL,47.0957648,37.5499621,Ukraine
9,STRASBOURG,48.584614,7.7507127,France
9,LOZOVA,48.8842428,36.3160254,Ukraine
9,POKROVSKE,47.9808528,36.2333808,Ukraine
9,CHERNOBYL,51.2705477,30.2195609,Ukraine
9,BELARUS,53.4250605,27.6971358,Belarus
9,POLAND,52.215933,19.134422,Poland
9,UNITED STATES,39.7837304,-100.445882,United States
9,GERMANY,51.0834196,10.4234469,Germany
9,TURKEY,38.9597594,34.9249653,Turkey
9,ARMENIA,40.7696272,44.6736646,Armenia
9,KAZAKHSTAN,47.2286086,65.2093197,Kazakhstan
9,TAJIKISTAN,38.6281733,70.8156541,Tajikistan
9,VIETNAM,13.2904027,108.4265113,Vietnam
9,KYRGYZSTAN,41.5089324,74.724091,Kyrgyzstan
9,UNITED KINGDOM,54.7023545,-3.2765753,United Kingdom
9,ZAPORIZHZHIA,47.8507859,35.1182867,Ukraine
9,GROSSI,44.6400119,8.6829999,Italy
9,ANTALYA,36.9009641,30.6954846,Turkey
9,BEETHOVEN,-34.476006,-58.7991805,Argentina
9,GEORGIA,32.3293809,-83.1137366,United States
9,HAGUE,46.0281748,-99.9982432,United States
9,PARIS,48.8588897,2.3200410217200766,France
9,KHARKIV,49.9923181,36.2310146,Ukraine
9,WASHINGTON,38.8950368,-77.0365427,United States
